Otu,phylum,subphylum,class,order,family,genus,species,trophic.mode,guild
Otu1978,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Cristinia,Cristinia_helvetica|SH207369.06FU,Pathotroph,Plant Pathogen
Otu2156,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Lindtneria,Lindtneria_sp|SH239885.06FU,Pathotroph,Plant Pathogen
Otu307,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Peniophoraceae,Peniophoraceae_unidentified,Peniophoraceae_sp|SH234612.06FU,Pathotroph,Plant Pathogen
Otu36,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Peniophoraceae,Dendrophora,Dendrophora_sp|SH234596.06FU,Pathotroph,Plant Pathogen
Otu383,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Lindtneria,Lindtneria_sp|SH239885.06FU,Pathotroph,Plant Pathogen
Otu4124,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russulaceae_unidentified,Russulaceae_sp|SH192514.06FU,Saprotroph,Undefined Saprotroph
Otu4554,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Lindtneria,Lindtneria_sp|SH239885.06FU,Pathotroph,Plant Pathogen
Otu4779,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Lindtneria,Lindtneria_sp|SH239885.06FU,Pathotroph,Plant Pathogen
Otu4789,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Lindtneria,Lindtneria_sp|SH239885.06FU,Pathotroph,Plant Pathogen
Otu4802,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russulaceae_unidentified,Russulaceae_sp|SH192514.06FU,Symbiotroph,Lichenized
Otu5186,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Peniophoraceae,Peniophoraceae_unidentified,Peniophoraceae_sp|SH234599.06FU,Pathotroph,Plant Pathogen
Otu5363,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Lindtneria,Lindtneria_sp|SH239885.06FU,Pathotroph,Plant Pathogen
Otu5379,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Hericiaceae,Hericium,Hericium_erinaceum|SH217257.06FU,Pathotroph,Plant Pathogen
Otu62,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Peniophoraceae,Peniophoraceae_unidentified,Peniophoraceae_sp|SH234601.06FU,Pathotroph,Plant Pathogen
Otu6350,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Lindtneria,Lindtneria_sp|SH239885.06FU,Pathotroph,Plant Pathogen
Otu6762,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Lindtneria,Lindtneria_sp|SH239885.06FU,Pathotroph,Plant Pathogen
Otu701,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Lindtneria,Lindtneria_sp|SH239885.06FU,Pathotroph,Plant Pathogen
Otu7042,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russulaceae_unidentified,Russulaceae_sp|SH192514.06FU,Pathotroph,Lichen Parasite
Otu7113,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Peniophoraceae,Peniophoraceae_unidentified,Peniophoraceae_sp|SH234613.06FU,Pathotroph,Plant Pathogen
Otu7168,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,Peniophora_laxitexta|SH234597.06FU,Pathotroph,Plant Pathogen
Otu7189,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Albatrellaceae,Leucophleps,Leucophleps_spinispora|SH201322.06FU,Symbiotroph,Lichenized
Otu74,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Peniophoraceae,Peniophoraceae_unidentified,Peniophoraceae_sp|SH234612.06FU,Pathotroph,Plant Pathogen
Otu7465,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russulaceae_unidentified,Russulaceae_sp|SH192514.06FU,Saprotroph,Undefined Saprotroph
Otu7515,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stereaceae,Stereum,Stereum_hirsutum|SH217928.06FU,Pathotroph,Animal Pathogen
Otu8013,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stephanosporaceae,Lindtneria,Lindtneria_sp|SH239885.06FU,Pathotroph,Plant Pathogen
Otu8633,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russulaceae_unidentified,Russulaceae_sp|SH239323.06FU,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
Otu8669,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russulaceae_unidentified,Russulaceae_sp|SH192514.06FU,Saprotroph,Undefined Saprotroph
Otu8678,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russulaceae_unidentified,Russulaceae_sp|SH192514.06FU,Pathotroph,Lichen Parasite
Otu9125,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russulaceae_unidentified,Russulaceae_sp|SH192514.06FU,Saprotroph,Undefined Saprotroph
Otu9163,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Russulaceae_unidentified,Russulaceae_sp|SH192514.06FU,Saprotroph,Undefined Saprotroph
Otu1029,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,Pathotroph,Plant Pathogen
Otu1075,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Symbiotroph,Ectomycorrhizal
Otu1079,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Animal Pathogen
Otu1107,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,Symbiotroph,Ectomycorrhizal
Otu1153,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Symbiotroph,Ectomycorrhizal
Otu1212,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH210227.06FU,NA,NA
Otu1224,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,Pathotroph,Plant Pathogen
Otu1272,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,NA,NA
Otu1291,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,NA,NA
Otu1303,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,NA,NA
Otu1347,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,NA,NA
Otu1387,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231728.06FU,Saprotroph,Undefined Saprotroph
Otu1427,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH210227.06FU,NA,NA
Otu1464,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,NA,NA
Otu1552,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,NA,NA
Otu157,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH210227.06FU,NA,NA
Otu1610,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Pathotroph,Plant Pathogen
Otu1648,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,NA,NA
Otu1664,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,NA,NA
Otu1673,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Saprotroph,Undefined Saprotroph
Otu1728,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Symbiotroph,Lichenized
Otu1755,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Symbiotroph,Ectomycorrhizal
Otu1756,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,NA,NA
Otu187,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Pathotroph,Plant Pathogen
Otu1882,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu1885,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu1987,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231681.06FU,Pathotroph,Plant Pathogen
Otu203,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,NA,NA
Otu2065,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,Saprotroph,Wood Saprotroph
Otu2095,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,Pathotroph,Plant Pathogen
Otu211,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,NA,NA
Otu2144,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Saprotroph,Litter Saprotroph
Otu2203,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,NA,NA
Otu221,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Pathotroph,Plant Pathogen
Otu2217,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Pathotroph,Plant Pathogen
Otu2262,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu2401,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu2406,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Saprotroph,Wood Saprotroph
Otu2500,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Saprotroph,Wood Saprotroph
Otu2549,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Saprotroph,Undefined Saprotroph
Otu2572,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Symbiotroph,Lichenized
Otu2667,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH217725.06FU,Pathotroph,Plant Pathogen
Otu2734,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,NA,NA
Otu2743,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,NA,NA
Otu277,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,NA,NA
Otu2887,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Pathotroph,Plant Pathogen
Otu2897,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Saprotroph,Wood Saprotroph
Otu29,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Pathotroph,Plant Pathogen
Otu2945,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,Saprotroph,Undefined Saprotroph
Otu3010,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Pathotroph,Plant Pathogen
Otu3035,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,Saprotroph,Undefined Saprotroph
Otu3101,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Pathotroph,Plant Pathogen
Otu3186,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Saprotroph,Undefined Saprotroph
Otu3189,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH227420.06FU,Saprotroph,Litter Saprotroph
Otu3219,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Symbiotroph,Lichenized
Otu3282,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Pathotroph,Plant Pathogen
Otu3336,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Saprotroph,Undefined Saprotroph
Otu3385,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Saprotroph,Undefined Saprotroph
Otu3393,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,NA,NA
Otu3406,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Pathotroph,Lichen Parasite
Otu3429,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Saprotroph,Litter Saprotroph
Otu3520,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,NA,NA
Otu3542,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Animal Pathogen
Otu3560,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,NA,NA
Otu3591,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu3664,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Saprotroph,Undefined Saprotroph
Otu3679,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,NA,NA
Otu3738,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Symbiotroph,Ectomycorrhizal
Otu4006,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,NA,NA
Otu4011,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,NA,NA
Otu4191,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu4222,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Pathotroph,Plant Pathogen
Otu4226,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,NA,NA
Otu4230,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,NA,NA
Otu4242,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,NA,NA
Otu4261,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,NA,NA
Otu4263,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,NA,NA
Otu4322,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,NA,NA
Otu4327,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Symbiotroph,Lichenized
Otu4328,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Saprotroph,Undefined Saprotroph
Otu4387,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp|SH231716.06FU,Pathotroph,Lichen Parasite
Otu4442,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu4455,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Pathotroph,Plant Pathogen
Otu4529,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,NA,NA
Otu4704,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH202282.06FU,Pathotroph,Plant Pathogen
Otu4865,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Symbiotroph,Ectomycorrhizal
Otu4891,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH210227.06FU,NA,NA
Otu4913,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Pathotroph,Plant Pathogen
Otu4997,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu5158,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Saprotroph,Undefined Saprotroph
Otu5195,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Pathotroph,Plant Pathogen
Otu5211,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,NA,NA
Otu5224,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Saprotroph,Undefined Saprotroph
Otu5261,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH215885.06FU,Pathotroph-Symbiotroph,Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite
Otu5291,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,NA,NA
Otu5320,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu535,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Saprotroph,Undefined Saprotroph
Otu5451,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,NA,NA
Otu5461,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Saprotroph,Wood Saprotroph
Otu556,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu5641,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Saprotroph,Undefined Saprotroph
Otu5719,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Pathotroph,Plant Pathogen
Otu5762,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Saprotroph,Undefined Saprotroph
Otu5775,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU,Saprotroph,Undefined Saprotroph
Otu5784,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Symbiotroph,Ectomycorrhizal
Otu5812,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH203752.06FU,Saprotroph,Undefined Saprotroph
Otu5899,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Pathotroph,Plant Pathogen
Otu5916,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Saprotroph,Undefined Saprotroph
Otu6043,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH214722.06FU,Symbiotroph,Endophyte
Otu6195,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Saprotroph,Undefined Saprotroph
Otu6252,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231697.06FU,Pathotroph,Lichen Parasite
Otu626,Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinales_Group_B,Sebacinales_Group_B_unidentified,Sebacinales_Group_B_sp|SH203727.06FU,Saprotroph,Undefined Saprotroph
